2024-07-12T10:49:30,1305.62,915,32.10,26.00,2032,32.10,27.00,
2024-07-12T10:49:33,328.69,935,32.10,26.00,2017,32.00,27.00,
2024-07-12T10:49:36,441.60,958,32.10,26.00,1999,32.10,27.00,
2024-07-12T10:49:39,701.92,982,32.00,26.00,1979,32.10,26.00,
2024-07-12T10:49:42,1005.39,1008,32.00,26.00,1961,32.00,26.00,
2024-07-12T10:49:45,558.34,1035,32.00,26.00,1945,32.10,26.00,
2024-07-12T10:49:48,911.72,1063,31.90,26.00,1930,32.00,26.00,
2024-07-12T10:49:51,870.82,1087,31.90,26.00,1913,31.90,26.00,
2024-07-12T10:49:55,459.88,1111,31.90,26.00,1896,32.00,25.00,
2024-07-12T10:49:58,1076.51,1130,31.90,27.00,1874,32.00,25.00,
2024-07-12T10:50:01,655.23,1146,31.90,27.00,1828,31.90,25.00,
2024-07-12T10:50:04,482.84,1164,31.90,27.00,1801,31.90,25.00,
2024-07-12T10:50:07,864.60,1165,31.80,27.00,1770,31.90,25.00,
2024-07-12T10:50:10,1168.41,1162,31.80,27.00,1738,32.00,24.00,
2024-07-12T10:50:13,1049.81,1158,31.80,27.00,1709,31.90,24.00,
2024-07-12T10:50:16,360.57,1151,31.70,27.00,1679,31.80,24.00,
2024-07-12T10:50:19,822.71,1143,31.70,27.00,1651,31.90,24.00,
2024-07-12T10:50:22,1347.79,1134,31.60,27.00,1622,31.80,23.00,
2024-07-12T10:50:25,512.34,1124,31.60,27.00,1597,31.90,23.00,
2024-07-12T10:50:28,1101.87,1114,31.60,28.00,1574,31.80,23.00,
2024-07-12T10:50:31,760.03,1103,31.60,28.00,1553,31.80,23.00,
2024-07-12T10:50:35,458.31,1091,31.60,28.00,1531,31.80,23.00,
2024-07-12T10:50:38,1154.32,1078,31.60,28.00,1510,31.80,22.00,
2024-07-12T10:50:41,293.03,1067,31.60,28.00,1490,31.80,22.00,
2024-07-12T10:50:44,1147.68,1056,31.50,28.00,1469,31.80,22.00,
2024-07-12T10:50:47,325.93,1046,31.50,28.00,1450,31.80,22.00,
2024-07-12T10:50:50,1326.97,1035,31.50,28.00,1430,31.70,22.00,
2024-07-12T10:50:53,502.70,1026,31.50,28.00,1410,31.70,22.00,
2024-07-12T10:50:56,580.09,1017,31.50,29.00,1391,31.60,21.00,
2024-07-12T10:50:59,1067.85,1007,31.40,29.00,1372,31.60,21.00,
2024-07-12T10:51:02,344.16,998,31.40,29.00,1356,31.50,21.00,
2024-07-12T10:51:05,1223.05,987,31.40,30.00,1340,31.50,21.00,
2024-07-12T10:51:08,678.76,976,31.40,30.00,1326,31.50,21.00,
2024-07-12T10:51:12,519.63,965,31.30,30.00,1313,31.40,21.00,
2024-07-12T10:51:15,715.75,955,31.30,30.00,1301,31.40,21.00,
2024-07-12T10:51:18,509.07,946,31.20,30.00,1291,31.30,21.00,
